index,DateTime,data,time,open,high,low,close,pctchange,name,chinese
1519,1519,2022/7/5,1340,2046.46,2049.77,2046.42,2048.77,0.001118995,600519,贵州茅台
1520,1520,2022/7/5,1345,2049.61,2049.61,2042.18,2045.67,-0.001513103,600519,贵州茅台
1521,1521,2022/7/5,1350,2044.01,2048.68,2042.24,2044.68,-0.000483949,600519,贵州茅台
1522,1522,2022/7/5,1355,2044.68,2044.68,2039.68,2040.45,-0.002068783,600519,贵州茅台
1523,1523,2022/7/5,1400,2040.45,2041.18,2036.68,2036.8,-0.001788821,600519,贵州茅台
1524,1524,2022/7/5,1405,2036.82,2039.68,2035.23,2038.14,0.000657895,600519,贵州茅台
1525,1525,2022/7/5,1410,2038.14,2046.68,2038.09,2044.74,0.003238247,600519,贵州茅台
1526,1526,2022/7/5,1415,2044.74,2047.73,2044.66,2044.68,-2.93E-05,600519,贵州茅台
1527,1527,2022/7/5,1420,2046.68,2048.65,2044.68,2045.86,0.000577107,600519,贵州茅台
1528,1528,2022/7/5,1425,2045.84,2045.84,2041.67,2043.68,-0.001065567,600519,贵州茅台
1529,1529,2022/7/5,1430,2043.67,2045.92,2042.67,2045.92,0.001096062,600519,贵州茅台
1530,1530,2022/7/5,1435,2046.48,2048.13,2044.74,2048.13,0.001080199,600519,贵州茅台
1531,1531,2022/7/5,1440,2048.13,2050.47,2048.02,2049.48,0.000659138,600519,贵州茅台
1532,1532,2022/7/5,1445,2049.47,2051.56,2048.68,2051.18,0.000829479,600519,贵州茅台
1533,1533,2022/7/5,1450,2051.39,2051.68,2050.7,2050.76,-0.00020476,600519,贵州茅台
1534,1534,2022/7/5,1455,2050.77,2052.58,2050.69,2051.86,0.000536387,600519,贵州茅台
1535,1535,2022/7/5,1500,2051.91,2055.46,2051.91,2054.69,0.001379236,600519,贵州茅台
1536,1536,2022/7/6,935,2053.68,2058.68,2038.82,2058.68,0.001941899,600519,贵州茅台
1537,1537,2022/7/6,940,2058.49,2060.27,2042.59,2043.68,-0.007286222,600519,贵州茅台
1538,1538,2022/7/6,945,2043.68,2045.98,2035.49,2040.68,-0.00146794,600519,贵州茅台
1539,1539,2022/7/6,950,2041.19,2046.93,2041.18,2045.7,0.002459964,600519,贵州茅台
1540,1540,2022/7/6,955,2045.68,2054.46,2045.68,2052.57,0.003358264,600519,贵州茅台
1541,1541,2022/7/6,1000,2052.68,2053.68,2048.69,2051.79,-0.000380011,600519,贵州茅台
1542,1542,2022/7/6,1005,2050.68,2060.68,2050.68,2057.68,0.002870664,600519,贵州茅台
1543,1543,2022/7/6,1010,2057.68,2058.47,2052.48,2052.9,-0.002323005,600519,贵州茅台
1544,1544,2022/7/6,1015,2052.5,2055.55,2048.7,2048.7,-0.002045886,600519,贵州茅台
1545,1545,2022/7/6,1020,2048.7,2051.68,2043.68,2046.68,-0.000985991,600519,贵州茅台
1546,1546,2022/7/6,1025,2046.68,2050.54,2043.72,2045.68,-0.000488596,600519,贵州茅台
1547,1547,2022/7/6,1030,2045.68,2047.68,2041.68,2043.05,-0.001285636,600519,贵州茅台
1548,1548,2022/7/6,1035,2043.05,2050.16,2041.88,2043.26,0.000102787,600519,贵州茅台
1549,1549,2022/7/6,1040,2045.28,2048.44,2044.71,2044.72,0.000714544,600519,贵州茅台
1550,1550,2022/7/6,1045,2044.7,2045.38,2039.71,2041.68,-0.001486756,600519,贵州茅台
1551,1551,2022/7/6,1050,2042.18,2042.73,2036.68,2036.71,-0.00243427,600519,贵州茅台
1552,1552,2022/7/6,1055,2036.7,2037.2,2034.68,2034.69,-0.000991796,600519,贵州茅台
1553,1553,2022/7/6,1100,2034.66,2035.67,2031.68,2033.72,-0.000476731,600519,贵州茅台
1554,1554,2022/7/6,1105,2034.21,2034.69,2032.19,2033.68,-1.97E-05,600519,贵州茅台
1555,1555,2022/7/6,1110,2034.69,2038.68,2032.3,2032.3,-0.000678573,600519,贵州茅台
1556,1556,2022/7/6,1115,2032.3,2033.73,2032.26,2032.6,0.000147616,600519,贵州茅台
1557,1557,2022/7/6,1120,2032.62,2033.74,2031.87,2032.24,-0.000177113,600519,贵州茅台
1558,1558,2022/7/6,1125,2032.89,2032.89,2027.68,2027.68,-0.002243829,600519,贵州茅台
1559,1559,2022/7/6,1130,2027.67,2028.96,2025.19,2026.98,-0.000345222,600519,贵州茅台
1560,1560,2022/7/6,1305,2026.98,2028.95,2021.68,2025.7,-0.000631481,600519,贵州茅台
1561,1561,2022/7/6,1310,2026.18,2026.18,2015.68,2021.5,-0.002073357,600519,贵州茅台
1562,1562,2022/7/6,1315,2021.68,2024.68,2020.93,2020.93,-0.000281969,600519,贵州茅台
1563,1563,2022/7/6,1320,2021.49,2024.12,2021.38,2024.05,0.001543844,600519,贵州茅台
1564,1564,2022/7/6,1325,2024.05,2027.26,2018.68,2019.63,-0.002183741,600519,贵州茅台
1565,1565,2022/7/6,1330,2018.68,2020.67,2017.68,2018.28,-0.000668439,600519,贵州茅台
1566,1566,2022/7/6,1335,2018.34,2019.68,2015.68,2015.68,-0.001288226,600519,贵州茅台
1567,1567,2022/7/6,1340,2015.68,2017.68,2011.68,2017.68,0.000992221,600519,贵州茅台
1568,1568,2022/7/6,1345,2016.71,2018.44,2013.68,2018.42,0.000366758,600519,贵州茅台
1569,1569,2022/7/6,1350,2018.41,2020.55,2017.76,2019.68,0.000624251,600519,贵州茅台
1570,1570,2022/7/6,1355,2019.68,2020.48,2012.68,2013.34,-0.003139111,600519,贵州茅台
1571,1571,2022/7/6,1400,2012.68,2016.68,2012.28,2015.52,0.001082778,600519,贵州茅台
1572,1572,2022/7/6,1405,2015.52,2016.58,2010.69,2010.69,-0.002396404,600519,贵州茅台
1573,1573,2022/7/6,1410,2010.68,2013.08,2010.64,2010.83,6.96E-05,600519,贵州茅台
1574,1574,2022/7/6,1415,2010.56,2011.68,2007.68,2008.88,-0.000969749,600519,贵州茅台
1575,1575,2022/7/6,1420,2007.77,2014.38,2007.68,2014.38,0.002737844,600519,贵州茅台
1576,1576,2022/7/6,1425,2014.34,2017.68,2010.21,2017.09,0.001345327,600519,贵州茅台
1577,1577,2022/7/6,1430,2017.1,2017.14,2014.03,2017.14,2.48E-05,600519,贵州茅台
1578,1578,2022/7/6,1435,2017.18,2017.67,2012.24,2012.95,-0.002077198,600519,贵州茅台
1579,1579,2022/7/6,1440,2012.95,2016.45,2012.95,2015.13,0.001082988,600519,贵州茅台
1580,1580,2022/7/6,1445,2014.98,2017.21,2011.9,2017.21,0.001032191,600519,贵州茅台
1581,1581,2022/7/6,1450,2018.18,2020.69,2015.89,2017.69,0.000237952,600519,贵州茅台
1582,1582,2022/7/6,1455,2017.69,2018.68,2016.68,2018.28,0.000292414,600519,贵州茅台
1583,1583,2022/7/6,1500,2018.37,2023.68,2017.68,2023.68,0.002675546,600519,贵州茅台
1584,1584,2022/7/7,935,2026.68,2030.01,2012.68,2013.44,-0.005060089,600519,贵州茅台
1585,1585,2022/7/7,940,2013.72,2023.68,2013.72,2017.62,0.002076049,600519,贵州茅台
1586,1586,2022/7/7,945,2014.97,2018.24,2012.84,2013.68,-0.001952796,600519,贵州茅台
1587,1587,2022/7/7,950,2012.68,2016.66,2006.69,2013.68,0,600519,贵州茅台
1588,1588,2022/7/7,955,2013.68,2013.68,2008.67,2011.67,-0.000998173,600519,贵州茅台
1589,1589,2022/7/7,1000,2011.66,2019.67,2009.65,2019.67,0.003976795,600519,贵州茅台
1590,1590,2022/7/7,1005,2019.56,2023.68,2019.56,2022.66,0.00148044,600519,贵州茅台
1591,1591,2022/7/7,1010,2021.68,2022.48,2017.68,2017.68,-0.002462104,600519,贵州茅台
1592,1592,2022/7/7,1015,2018.11,2021.66,2014.82,2019.84,0.001070536,600519,贵州茅台
1593,1593,2022/7/7,1020,2019.82,2023.68,2017.61,2023.68,0.001901141,600519,贵州茅台
1594,1594,2022/7/7,1025,2023.87,2025.18,2022.69,2024.58,0.000444734,600519,贵州茅台
1595,1595,2022/7/7,1030,2024.59,2024.59,2022.68,2023.68,-0.000444537,600519,贵州茅台
1596,1596,2022/7/7,1035,2023.68,2027.69,2022.69,2027.69,0.001981539,600519,贵州茅台
1597,1597,2022/7/7,1040,2028.18,2029.68,2026.81,2027.68,-4.93E-06,600519,贵州茅台
1598,1598,2022/7/7,1045,2026.98,2028.61,2026.82,2027.68,0,600519,贵州茅台
1599,1599,2022/7/7,1050,2027.18,2028.27,2026.68,2028.05,0.000182475,600519,贵州茅台
1600,1600,2022/7/7,1055,2028.2,2031.03,2027.68,2027.76,-0.000142995,600519,贵州茅台
1601,1601,2022/7/7,1100,2027.77,2029.26,2022.73,2022.77,-0.002460843,600519,贵州茅台
1602,1602,2022/7/7,1105,2022.77,2022.81,2018.9,2018.9,-0.001913218,600519,贵州茅台
1603,1603,2022/7/7,1110,2019.36,2023.41,2018.93,2021.68,0.001376987,600519,贵州茅台
1604,1604,2022/7/7,1115,2022.68,2023.56,2021.68,2022.7,0.000504531,600519,贵州茅台
1605,1605,2022/7/7,1120,2023.54,2023.56,2019.61,2020.58,-0.001048104,600519,贵州茅台
1606,1606,2022/7/7,1125,2022.68,2026.68,2020.6,2023.66,0.001524315,600519,贵州茅台
1607,1607,2022/7/7,1130,2023.67,2025.68,2021.88,2023.23,-0.000212486,600519,贵州茅台
1608,1608,2022/7/7,1305,2023.68,2029.68,2023.68,2025.24,0.000993461,600519,贵州茅台
1609,1609,2022/7/7,1310,2023.88,2026.58,2020.68,2024.68,-0.00027651,600519,贵州茅台
1610,1610,2022/7/7,1315,2023.23,2027.68,2021.38,2025.68,0.000493905,600519,贵州茅台
1611,1611,2022/7/7,1320,2025.68,2026.32,2022.86,2023.66,-0.000997196,600519,贵州茅台
1612,1612,2022/7/7,1325,2024.12,2024.38,2020.76,2021.25,-0.001190912,600519,贵州茅台
1613,1613,2022/7/7,1330,2021.25,2022.25,2020.88,2022.25,0.000494743,600519,贵州茅台
1614,1614,2022/7/7,1335,2022.19,2025.1,2022.19,2023.07,0.000405489,600519,贵州茅台
1615,1615,2022/7/7,1340,2023.07,2023.68,2014.7,2015.2,-0.003890127,600519,贵州茅台
1616,1616,2022/7/7,1345,2015.2,2016.28,2009.98,2011.68,-0.001746725,600519,贵州茅台
1617,1617,2022/7/7,1350,2010.69,2015.58,2010.68,2014.58,0.001441581,600519,贵州茅台
1618,1618,2022/7/7,1355,2013.19,2016.68,2012.36,2015.01,0.000213444,600519,贵州茅台
1619,1619,2022/7/7,1400,2015,2018.66,2015,2016.68,0.00082878,600519,贵州茅台
1620,1620,2022/7/7,1405,2016.68,2018.62,2015.01,2015.63,-0.000520658,600519,贵州茅台
1621,1621,2022/7/7,1410,2016.45,2017.66,2013.17,2015.68,2.48E-05,600519,贵州茅台
1622,1622,2022/7/7,1415,2015.93,2015.93,2010.78,2011.68,-0.001984442,600519,贵州茅台
1623,1623,2022/7/7,1420,2011.69,2011.69,2008.88,2009.38,-0.001143323,600519,贵州茅台
1624,1624,2022/7/7,1425,2010.51,2015.56,2010.28,2011.69,0.001149608,600519,贵州茅台
1625,1625,2022/7/7,1430,2013.3,2016.68,2011.69,2016.68,0.002480501,600519,贵州茅台
1626,1626,2022/7/7,1435,2015.71,2017.18,2014.9,2016.58,-4.96E-05,600519,贵州茅台
1627,1627,2022/7/7,1440,2016.57,2021.56,2015.67,2017.64,0.000525642,600519,贵州茅台
1628,1628,2022/7/7,1445,2017.64,2018.59,2015,2015.29,-0.001164727,600519,贵州茅台
1629,1629,2022/7/7,1450,2015.28,2017.28,2015.18,2017.28,0.000987451,600519,贵州茅台
1630,1630,2022/7/7,1455,2017.28,2017.38,2015.25,2015.72,-0.000773319,600519,贵州茅台
1631,1631,2022/7/7,1500,2015.61,2015.63,2011.68,2011.68,-0.002004247,600519,贵州茅台
1632,1632,2022/7/8,935,2026.68,2036.57,2021.68,2031.19,0.009698362,600519,贵州茅台
1633,1633,2022/7/8,940,2031.2,2031.2,2024.85,2024.85,-0.003121323,600519,贵州茅台
1634,1634,2022/7/8,945,2024.85,2026.68,2021.58,2021.58,-0.001614934,600519,贵州茅台
1635,1635,2022/7/8,950,2020.68,2023.82,2018.47,2019.98,-0.00079146,600519,贵州茅台
1636,1636,2022/7/8,955,2019.98,2024.26,2018.68,2022.42,0.001207933,600519,贵州茅台
1637,1637,2022/7/8,1000,2022.42,2022.42,2019.68,2021.27,-0.000568626,600519,贵州茅台
1638,1638,2022/7/8,1005,2021.27,2026.68,2021.27,2026.68,0.002676535,600519,贵州茅台
1639,1639,2022/7/8,1010,2026.68,2026.68,2019.68,2019.71,-0.003439122,600519,贵州茅台
1640,1640,2022/7/8,1015,2019.71,2022.78,2019.71,2020.89,0.000584242,600519,贵州茅台
1641,1641,2022/7/8,1020,2020.88,2021.88,2017.84,2020.67,-0.000108863,600519,贵州茅台
1642,1642,2022/7/8,1025,2020.67,2027.68,2020.67,2025.33,0.002306166,600519,贵州茅台
1643,1643,2022/7/8,1030,2025.68,2031.67,2023.69,2031.67,0.003130354,600519,贵州茅台
1644,1644,2022/7/8,1035,2031.67,2035.68,2027.92,2027.92,-0.001845772,600519,贵州茅台
1645,1645,2022/7/8,1040,2027.92,2031.67,2027.68,2029.71,0.000882678,600519,贵州茅台
1646,1646,2022/7/8,1045,2029.65,2029.68,2026.76,2026.86,-0.001404141,600519,贵州茅台
1647,1647,2022/7/8,1050,2026.86,2026.86,2021.78,2021.78,-0.00250634,600519,贵州茅台
1648,1648,2022/7/8,1055,2021.8,2028.68,2021.64,2028.68,0.003412834,600519,贵州茅台
1649,1649,2022/7/8,1100,2028.85,2030.68,2023.68,2025.67,-0.001483723,600519,贵州茅台
1650,1650,2022/7/8,1105,2025.69,2028.58,2023.18,2023.18,-0.001229223,600519,贵州茅台
1651,1651,2022/7/8,1110,2024.53,2029.14,2023.08,2026.57,0.00167558,600519,贵州茅台
1652,1652,2022/7/8,1115,2028.64,2028.66,2024.64,2026.68,5.43E-05,600519,贵州茅台
1653,1653,2022/7/8,1120,2026.68,2029.33,2025.68,2026.63,-2.47E-05,600519,贵州茅台
1654,1654,2022/7/8,1125,2028.68,2029.4,2023.78,2023.81,-0.001391473,600519,贵州茅台
1655,1655,2022/7/8,1130,2023.84,2027.68,2021.68,2021.68,-0.00105247,600519,贵州茅台
1656,1656,2022/7/8,1305,2026.13,2031.44,2021.68,2029.89,0.004060979,600519,贵州茅台
1657,1657,2022/7/8,1310,2029.68,2030.68,2026.68,2028.68,-0.000596091,600519,贵州茅台
1658,1658,2022/7/8,1315,2028.36,2029.68,2025.79,2026.01,-0.001316127,600519,贵州茅台
1659,1659,2022/7/8,1320,2026.01,2028.68,2025.78,2026.28,0.000133267,600519,贵州茅台
1660,1660,2022/7/8,1325,2028.68,2028.98,2026.2,2026.2,-3.95E-05,600519,贵州茅台
1661,1661,2022/7/8,1330,2026.27,2026.27,2022.68,2022.99,-0.001584246,600519,贵州茅台
1662,1662,2022/7/8,1335,2023,2027.68,2022.99,2024.89,0.000939204,600519,贵州茅台
1663,1663,2022/7/8,1340,2024.71,2027.23,2024.71,2027.23,0.001155618,600519,贵州茅台
1664,1664,2022/7/8,1345,2026.68,2026.68,2021.76,2021.87,-0.002644002,600519,贵州茅台
1665,1665,2022/7/8,1350,2021.77,2026.67,2021.77,2024.68,0.001389803,600519,贵州茅台
1666,1666,2022/7/8,1355,2026.67,2027.26,2024.76,2026.48,0.000889029,600519,贵州茅台
1667,1667,2022/7/8,1400,2025.69,2026.56,2023.68,2023.68,-0.001381706,600519,贵州茅台
1668,1668,2022/7/8,1405,2024.68,2024.76,2021.68,2021.69,-0.000983357,600519,贵州茅台
1669,1669,2022/7/8,1410,2021.68,2023.68,2021.68,2022.47,0.000385816,600519,贵州茅台
1670,1670,2022/7/8,1415,2021.88,2023.68,2021.79,2022.69,0.000108778,600519,贵州茅台
1671,1671,2022/7/8,1420,2023.52,2027.33,2023.52,2024.49,0.000889904,600519,贵州茅台
1672,1672,2022/7/8,1425,2023.76,2024.49,2021.68,2021.68,-0.001388004,600519,贵州茅台
1673,1673,2022/7/8,1430,2021.68,2023.76,2021.68,2023.76,0.001028847,600519,贵州茅台
1674,1674,2022/7/8,1435,2023.76,2024.68,2021.68,2023.69,-3.46E-05,600519,贵州茅台
1675,1675,2022/7/8,1440,2023.69,2024.57,2022.18,2022.68,-0.000499088,600519,贵州茅台
1676,1676,2022/7/8,1445,2022.61,2022.73,2021.68,2021.68,-0.000494394,600519,贵州茅台
1677,1677,2022/7/8,1450,2021.68,2023.68,2020.99,2022.14,0.000227534,600519,贵州茅台
1678,1678,2022/7/8,1455,2021.3,2021.68,2021.08,2021.27,-0.000430237,600519,贵州茅台
1679,1679,2022/7/8,1500,2021.22,2021.67,2020.68,2020.68,-0.000291896,600519,贵州茅台
1680,1680,2022/7/11,935,2011.88,2016.45,2005.68,2010.58,-0.004998317,600519,贵州茅台
1681,1681,2022/7/11,940,2010.58,2011.68,2001.71,2007.63,-0.001467238,600519,贵州茅台
1682,1682,2022/7/11,945,2006.98,2008.11,2002.68,2005.66,-0.000981257,600519,贵州茅台
1683,1683,2022/7/11,950,2003.98,2006.63,1996.7,1996.73,-0.0044524,600519,贵州茅台
1684,1684,2022/7/11,955,1996.98,2001.76,1996.68,2000.76,0.0020183,600519,贵州茅台
1685,1685,2022/7/11,1000,2000.76,2001.68,1996.8,1996.8,-0.001979248,600519,贵州茅台
1686,1686,2022/7/11,1005,1996.78,1998.56,1991.78,1992.68,-0.002063301,600519,贵州茅台
1687,1687,2022/7/11,1010,1993.48,1994.68,1991.87,1993.68,0.000501837,600519,贵州茅台
1688,1688,2022/7/11,1015,1994.68,1999.65,1993.36,1999.57,0.002954336,600519,贵州茅台
1689,1689,2022/7/11,1020,1999.56,1999.87,1994.68,1995.48,-0.00204544,600519,贵州茅台
1690,1690,2022/7/11,1025,1995.48,1997.66,1995.18,1996.66,0.000591336,600519,贵州茅台
1691,1691,2022/7/11,1030,1995.77,1997.06,1991.83,1991.83,-0.00241904,600519,贵州茅台
1692,1692,2022/7/11,1035,1991.85,1991.87,1988.36,1990.46,-0.00068781,600519,贵州茅台
1693,1693,2022/7/11,1040,1990.68,1990.68,1986.68,1987.13,-0.00167298,600519,贵州茅台
1694,1694,2022/7/11,1045,1987.18,1987.18,1982.18,1982.19,-0.002485997,600519,贵州茅台
1695,1695,2022/7/11,1050,1982.19,1984.74,1982.08,1982.68,0.000247201,600519,贵州茅台
1696,1696,2022/7/11,1055,1982.68,1987.89,1982.28,1985.08,0.001210483,600519,贵州茅台
1697,1697,2022/7/11,1100,1985.08,1986.16,1978.68,1979.68,-0.002720293,600519,贵州茅台
1698,1698,2022/7/11,1105,1981.16,1981.66,1977.01,1978.68,-0.000505132,600519,贵州茅台
1699,1699,2022/7/11,1110,1977.68,1980.87,1977.31,1977.33,-0.000682273,600519,贵州茅台
1700,1700,2022/7/11,1115,1977.56,1978.12,1975.78,1975.78,-0.000783885,600519,贵州茅台
1701,1701,2022/7/11,1120,1976.68,1976.7,1972.38,1972.68,-0.001569001,600519,贵州茅台
1702,1702,2022/7/11,1125,1972.4,1975.82,1972.18,1974.68,0.001013849,600519,贵州茅台
1703,1703,2022/7/11,1130,1974.68,1978.68,1973.08,1977.75,0.001554682,600519,贵州茅台
1704,1704,2022/7/11,1305,1977.75,1979.87,1972.38,1979.68,0.000975856,600519,贵州茅台
1705,1705,2022/7/11,1310,1980.67,1982.67,1979.02,1979.8,6.06E-05,600519,贵州茅台
1706,1706,2022/7/11,1315,1981.68,1982.57,1977.68,1977.71,-0.001055662,600519,贵州茅台
1707,1707,2022/7/11,1320,1976.68,1978.68,1973.68,1974.68,-0.001532075,600519,贵州茅台
1708,1708,2022/7/11,1325,1974.82,1977.68,1973.73,1977.68,0.001519233,600519,贵州茅台
1709,1709,2022/7/11,1330,1977.58,1978.68,1974.78,1977.18,-0.000252821,600519,贵州茅台
1710,1710,2022/7/11,1335,1976.31,1979.68,1972.18,1972.54,-0.002346777,600519,贵州茅台
1711,1711,2022/7/11,1340,1972.56,1979.53,1972.56,1977.68,0.002605777,600519,贵州茅台
1712,1712,2022/7/11,1345,1977.68,1979.8,1975.68,1979.8,0.001071963,600519,贵州茅台
1713,1713,2022/7/11,1350,1979.79,1980.77,1973.68,1974.54,-0.002656834,600519,贵州茅台
1714,1714,2022/7/11,1355,1974.63,1978.43,1972.68,1973.5,-0.000526705,600519,贵州茅台
1715,1715,2022/7/11,1400,1973.5,1976.68,1972.68,1976.68,0.00161135,600519,贵州茅台
1716,1716,2022/7/11,1405,1976.68,1977.68,1972.3,1973.66,-0.001527814,600519,贵州茅台
1717,1717,2022/7/11,1410,1974.65,1976.22,1972.93,1972.93,-0.000369871,600519,贵州茅台
1718,1718,2022/7/11,1415,1972.94,1975.68,1972.52,1975.57,0.001338111,600519,贵州茅台
1719,1719,2022/7/11,1420,1974.48,1976.18,1973.77,1975.73,8.10E-05,600519,贵州茅台
1720,1720,2022/7/11,1425,1975.72,1979.68,1973.68,1978.98,0.001644962,600519,贵州茅台
1721,1721,2022/7/11,1430,1978.68,1984.67,1978.68,1984.67,0.002875219,600519,贵州茅台
1722,1722,2022/7/11,1435,1984.68,1990.69,1982.69,1987.68,0.001516625,600519,贵州茅台
1723,1723,2022/7/11,1440,1987.69,1994.68,1987.68,1991.68,0.002012396,600519,贵州茅台
1724,1724,2022/7/11,1445,1992.53,1993.16,1989.18,1991.68,0,600519,贵州茅台
1725,1725,2022/7/11,1450,1991.68,1992.15,1990.76,1992.05,0.000185773,600519,贵州茅台
1726,1726,2022/7/11,1455,1992.07,1992.08,1991.78,1991.78,-0.000135539,600519,贵州茅台
1727,1727,2022/7/11,1500,1991.8,1992,1985.28,1985.28,-0.003263413,600519,贵州茅台
1728,1728,2022/7/12,935,1986.68,1994.48,1982.69,1990.67,0.002714982,600519,贵州茅台
1729,1729,2022/7/12,940,1990.68,1991.47,1979.71,1982.75,-0.00397856,600519,贵州茅台
1730,1730,2022/7/12,945,1985.38,1993.95,1984.68,1984.68,0.000973396,600519,贵州茅台
1731,1731,2022/7/12,950,1984.68,1986.64,1981.7,1982.68,-0.001007719,600519,贵州茅台
1732,1732,2022/7/12,955,1981.89,1983.18,1977.4,1977.69,-0.002516795,600519,贵州茅台
1733,1733,2022/7/12,1000,1977.68,1977.76,1973.68,1975.68,-0.001016337,600519,贵州茅台
1734,1734,2022/7/12,1005,1975.68,1981.68,1975.04,1981.37,0.002880021,600519,贵州茅台
1735,1735,2022/7/12,1010,1981.67,1985.92,1979.44,1981.18,-9.59E-05,600519,贵州茅台
1736,1736,2022/7/12,1015,1981.27,1984.68,1978.76,1981.18,0,600519,贵州茅台
1737,1737,2022/7/12,1020,1981.18,1983.18,1976.68,1976.68,-0.002271374,600519,贵州茅台
1738,1738,2022/7/12,1025,1976.68,1977.26,1971.68,1976.74,3.04E-05,600519,贵州茅台
1739,1739,2022/7/12,1030,1976.74,1976.9,1974.68,1976.9,8.09E-05,600519,贵州茅台
1740,1740,2022/7/12,1035,1976.91,1979.08,1972.68,1972.81,-0.002068896,600519,贵州茅台
1741,1741,2022/7/12,1040,1972.68,1972.81,1970.43,1970.51,-0.00116585,600519,贵州茅台
1742,1742,2022/7/12,1045,1970.43,1972.16,1967.39,1967.68,-0.001436176,600519,贵州茅台
1743,1743,2022/7/12,1050,1967.13,1970.18,1965.78,1965.88,-0.000914783,600519,贵州茅台
1744,1744,2022/7/12,1055,1965.78,1966.68,1963.7,1963.7,-0.001108918,600519,贵州茅台
1745,1745,2022/7/12,1100,1963.72,1966.68,1962.38,1966.67,0.001512451,600519,贵州茅台
1746,1746,2022/7/12,1105,1966.67,1969.67,1963.98,1963.98,-0.001367794,600519,贵州茅台
1747,1747,2022/7/12,1110,1963.92,1965.68,1962.63,1963.58,-0.000203668,600519,贵州茅台
1748,1748,2022/7/12,1115,1963.19,1963.56,1961.68,1961.68,-0.00096762,600519,贵州茅台
1749,1749,2022/7/12,1120,1961.78,1961.78,1956.46,1956.66,-0.002559031,600519,贵州茅台
1750,1750,2022/7/12,1125,1956.66,1959.68,1956.66,1958.68,0.001032371,600519,贵州茅台
1751,1751,2022/7/12,1130,1957.76,1958.64,1951.79,1953.15,-0.00282333,600519,贵州茅台
1752,1752,2022/7/12,1305,1952.98,1953.28,1951.74,1951.93,-0.000624632,600519,贵州茅台
1753,1753,2022/7/12,1310,1951.81,1956.63,1951.78,1952.88,0.000486698,600519,贵州茅台
1754,1754,2022/7/12,1315,1952.37,1956.38,1952.32,1955.01,0.001090697,600519,贵州茅台
1755,1755,2022/7/12,1320,1954.78,1956.45,1953.17,1954.75,-0.000132992,600519,贵州茅台
1756,1756,2022/7/12,1325,1956.18,1964.51,1954.64,1963.2,0.004322803,600519,贵州茅台
1757,1757,2022/7/12,1330,1963.2,1966.68,1963.2,1965.68,0.001263244,600519,贵州茅台
1758,1758,2022/7/12,1335,1965.67,1967.58,1964.76,1966.58,0.000457857,600519,贵州茅台
1759,1759,2022/7/12,1340,1966.69,1967.68,1964.78,1965.18,-0.000711896,600519,贵州茅台
1760,1760,2022/7/12,1345,1964.98,1966.66,1964.72,1965.27,4.58E-05,600519,贵州茅台
1761,1761,2022/7/12,1350,1964.94,1966.68,1963.89,1965.67,0.000203534,600519,贵州茅台
1762,1762,2022/7/12,1355,1965.67,1967.98,1964.86,1966.48,0.000412073,600519,贵州茅台
1763,1763,2022/7/12,1400,1965.6,1966.48,1961.69,1963.17,-0.001683211,600519,贵州茅台
1764,1764,2022/7/12,1405,1963.18,1964.55,1959.75,1960.01,-0.001609642,600519,贵州茅台
1765,1765,2022/7/12,1410,1963.45,1963.45,1959.74,1960.68,0.000341835,600519,贵州茅台
1766,1766,2022/7/12,1415,1960.68,1962.49,1959.69,1961.67,0.000504927,600519,贵州茅台
1767,1767,2022/7/12,1420,1960.7,1966.14,1960.19,1965.68,0.002044177,600519,贵州茅台
1768,1768,2022/7/12,1425,1965.68,1968.68,1964.74,1964.74,-0.000478206,600519,贵州茅台
1769,1769,2022/7/12,1430,1964.74,1970.47,1963.14,1969.65,0.002499058,600519,贵州茅台
1770,1770,2022/7/12,1435,1967.28,1969.55,1962.67,1965.63,-0.002040972,600519,贵州茅台
1771,1771,2022/7/12,1440,1965.63,1968.68,1964.68,1967.71,0.001058185,600519,贵州茅台
1772,1772,2022/7/12,1445,1969.19,1969.68,1966.68,1968.6,0.000452302,600519,贵州茅台
1773,1773,2022/7/12,1450,1968.6,1968.6,1964.68,1966.73,-0.000949914,600519,贵州茅台
1774,1774,2022/7/12,1455,1968.25,1969.48,1966.68,1969.26,0.001286399,600519,贵州茅台
1775,1775,2022/7/12,1500,1969.44,1970.09,1966.76,1970.09,0.000421478,600519,贵州茅台
1776,1776,2022/7/13,935,1966.68,1976.67,1962.35,1974.57,0.002274008,600519,贵州茅台
1777,1777,2022/7/13,940,1974.57,1980.26,1971.16,1978.68,0.002081466,600519,贵州茅台
1778,1778,2022/7/13,945,1978.36,1981.52,1973.68,1978.78,5.05E-05,600519,贵州茅台
1779,1779,2022/7/13,950,1978.76,1979.68,1976.02,1979.65,0.000439665,600519,贵州茅台
1780,1780,2022/7/13,955,1979.65,1983.67,1977.68,1980.67,0.000515243,600519,贵州茅台
1781,1781,2022/7/13,1000,1980.66,1981.65,1974.69,1981.58,0.00045944,600519,贵州茅台
1782,1782,2022/7/13,1005,1981.58,1983.67,1979.43,1983.47,0.000953784,600519,贵州茅台
1783,1783,2022/7/13,1010,1982.68,1989.86,1982.15,1988.68,0.00262671,600519,贵州茅台
1784,1784,2022/7/13,1015,1988.88,1993.68,1986.55,1990.61,0.000970493,600519,贵州茅台
